review_text,label
"One of the nice place to spend  your dinner time with your family.  Amazing sea view and brezz...  Just try it out one day.   Stay safe
..😊👍✔️",1
"This is my first visit to Barracuda. Atmosphere , food & service is superb.. The quantity and quality of the food is spot on. I recommend this place to anyone..",1
Great place to have fresh seafood by the beach. A bit pricey though.,1
One of the best place to hangout with friends and family... great food great music and great sea breeze... if you can go by around 4pm 4.30pm you will experience great view of sunset... better if you can prebook and go there... can take liquor from outside and if Bill goes greater than 12k the corkage free if not corkage will be around 1000 to 1500... A++++++ 👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻,1
Great food and great place to hangout except for the fact of crossing the railway,1
"The food was great and well worth the price. The place borders the beach. Ambience is pretty good too, if you don't mind the sound of the occasional train.",1
Good place to hangout with your friends. Better reserve the table first after giving a call to them. The ideal time is the eveing. The beach is quite dirty at the other side. Service is good. The food is lil bit pricy. Reccomanded.,1
"Ordered a small potion of batter fried cuttlefish and a mixed grill. Cuttlefish fish was good but the mixed grill was really bad...

Half of the meat was gizzard and chicken liver which seemed cheap and the vegetables tasted old.

Kept quiet about the meat but told our waiter about the vegetables and to pass the message to the chef but got no feedback or any kind of response from the chef.

You guys should have a much better mixed grill or at least better customer service...",0
"Great location by the beach. Spacious and nice ambiance. Friendly and good staff. Alcohol is not very expensive. A huge menu with a broad variety of food. A reservation is recommended if you need a good table in the beach.
Recently me and my partner had the Barracuda Mixed Grill (meat) and the experience wasn’t very pleasant. There were many chicken parts (hearts & liver) and did not taste good. Beef and the lamb tasted old and chewy.",0
Great ambiance & delicious food. Also you can bring in your own liquor. Beach side seating available,1
"Good food. Good customer care. Good speed of food preparation.
Has bar.",1
Nice place to hangout with friends or family. Sea food items are their specialty. Make sure it doesn't rain when you visit this place so you can reserve a beach table.,1
One of the best seafood restaurants in colombo area. Tasty food,1
Very nice restaurant and I think it is one of the best in Colombo,1
Superb place to Enjoy and chill with friends,1
Attended a birthday party here.... Service was good... compared to the previous experience. I must say the band that was there ( 3 piece) was very good.... I highly recommend them for a family function....,0
Inviting atmosphere ❤️ hot butter cuttlefish is just *chef's kiss*. You can head out for t go e beach for a stroll as well.,1
Beach restaurant and bar.,1
🍻,0
Superb place for day outings with families or friends.,1
"Food is great. Drinks are a bit overpriced and currently have an added surcharge. Ambience is good, however people started to dance to the band despite a signpost prohibiting it!",1
Good place and a calm place. Music is also good. Nice thing to feel the sea breeze while being in the place. Food was relatively fine.,1
Nice food & the music also. love to go again,1
Quality local pub food and excellent attentive service! It's byo as they have no liquor licence and the place is kept very clean and tidy.,1
"Love this Atmosphere, Enjoy the Sea Beach under Nature’s Shade",1
"Nice place
There are have beach view and can enjoy with liquirs and foods",1
Trendy and decent place with great vibes. Staff is attentive and provides an efficient service. Food is absolutely delicious and prepared taking not too long. Customers are allowed to bring in their own booze without being charged for corkage. Prices are moderate.,1
Deleacius Food 😋 Friendly Service 👍👍👍,1
"Awesome place next to the beach, good food, huge portion size... Service is a tad bit slow though",1
So beautiful places and Good foods.,1
Nice place and reasonable price..,0
"Very good place to hangout. Staff is very friendly. You have a great choices of meals and drinks you can get (Thai, Chinese, beverages, wine, cocktails, mocktails). Prices are reasonable.",1
"Good location by the sea and dining tables arrange on the beach and under mangrove. Very good place for family dining or with friends. Good live music and perfect atmosphere for a relaxing drink and food. Restaurant doesn’t serve any alcohol drinks but you can take your own drinks with you. There is no corkage only for Beer and wine. If you are visiting the place you need to try hot butter cuttlefish which is one of their specialty
It's recommend that you booked a table prior to your visit because this restaurant is always crowded specially in weekends.",1
"I have been here several times, and keep going back for more. Love the ambience the menu the staff and the service. Great place to hangout with friends, specially after work.",1
Attended a birthday party here.... Service was good... compared to the previous experience. I must say the band that was there ( 3 piece) was very good.... I highly recommend them for a family function....,0
Best place to have a child beer with sea breeze... Affordable...,1
Tasty quality foods.Some Staff members were unprofessional.,1
"Every time I visit Srilanka, I must have food in the amazing restaurant by the beach. So comfy and casual , very friendly staff and good service. I always have the sea food grill mix plater. Beautiful beach and sunset.",1
"Superb customer service, friendly and young staff, delicious foods, best liquor. I'll go again.",1
Thier Hot butter cuttlefish is very good,1
"Much expensive but the place have such a amazing vibe.Good for team gatherings .
Tables in beach available after 6.30PM
Foods are tasty and small posion enough for three peoples .",1
Good food -- beach environment - need to bring liquor out side,1
The most amazing service by Saranga Amazing food,1
What a location! Arrived on a Friday evening to find the place pleasantly full but not packed. The house band was very good and the service impeccable. Didn't have a main dish but the starters were perfectly prepared. The ambiance is great at this place as they have made a choice to keep as many trees as possible. It really adds character to this place.I Beware that the entrance is over to train tracks so keep your head on a swivel crossing. Great place to spend an evening.,1
"A good place to spend your evening with your buddies over a bottle of beer.

Entrance to the place is bit sketchy as you need to cross the rail tracks. How ever the place is popular even for a Monday night it was quite packed.

Wait staff is courteous friendly and fast that will keep you and your friends happy. Service I would say quite fast as during our visit the place was literally packed to the brim.

Food was ok nothing special to brag about.",1
Good food. But to our surprise one of the staff members asked for our Johnnie Walker Black bottle which had about 1/4 left over drinks. We politely gave it to that person. It's a funny incident. But if this is something that they do as a habit somebody should take an action I believe.,0
"Was helped in by Beed. Enjoyed our interactions and I highly recommend this restaurant. The ambiance is 100. From live band, lighting, breeze from the ocean. This place is great to visit. Can also get hookah and beer tower. Can't go wrong visiting this place!",1
"Menu has lot of options.
Has a variety of drinks as well. You can get a nice meal with a elegant view. There's a AC seating inside, but who wants it when you can watch the sea and sit under a tree.
Really friendly staff. An elegant place. Not much expensive as well.",1
"Good food, good venue.  You can enjoy a beautiful sunset sipping a mojito and tasting delicious seafood.  Staff is attentive but a little overwhelmed at times. If you are going on a weekend, call in advance and reserve. Highly recommend.",1
"Visited barracuda on Friday (19th June 2020) there was a quite a crowd. Also, said most of the tables were booked or occupied. After giving a table we had to wait for almost 20 mins for a steward to come with a menu. And even to order more we have to keep asking someone to come for some time. Other than that the food was good. Entertainment is good. Sorry, I don't have any pictures to post.

Enjoy.",0
"Great location next to the beach. You can even reserve the tables in advance for the beach side serving. Food is ok and not that great. Hot prawns were disappointing, they came cold . Fish was ok. Juices were good. Music was also disappointing, they don't have a proper collection.",0
They took more than 1 hour to serve a single meal 😒,0
Nice ambience. Staff is nice. Food is tasty especially the seafood.,1
Nice and kindfull place for food and drinks,1
"Good place to spend time with your loved ones, prices are responsible, foods also tasty.",1
"Moderately priced. Decent food. By the beach. Bring your own alcohol. Some foods are better than others, I found their grill menu to be lacking. And the toilet was s**t. Also they don't get some foods right all the time. Your hot butter cuttlefish depends on your karma. Basically great place to chill with friends to have a drink and not spend a bomb.",0
"Wow, we totally enjoyed our meal.
The sandwiches look good and tasted even better. My vegetarian spring rolls were yummy and the lobster was Fantastic. Not too impressed with the chicken spring rolls though but no issues at all they just knocked it off the bill.
Top place to visit and a nice experience.
Top marks from Hilton Travel.",1
Nice cozy restaurant beachside. Sea food was great and same is the service. This place doesn't serve liquor however one can carry and they don't charge corkage. Famous place among tourists and dinner is served until 11pm. Good place for all types of groups including families.,1
"Great stuff , but slow service and high service charges",1
"Relaxation place, tasty foods for reasonable price.",1
"It's quite a nice place. It's good that they have people to make sure guests cross the railroad safely.
It's pretty clean and safe.
However, the quality of food has deteriorated since the last time I was there. It was too salty and some of the dishes were tasteless. Service was good though.",0
"Great location on the beach and super beach decor and ambience once you get over walking over a railway track to get there which is very different and a bit exciting. We were in a group of 4 and the waiters took orders for meals very quickly, they were very friendly, attentive and most of all efficient. It was very good because the kitchen knew we were family of four and knew how much food to put in to each dish even though we ordered a medium they knew I was there so they put a bit extra in. We barely had to wait for our food to arrive at our table, the wait was about 15 minuets. My favourite dish was the battered cuttlefish, you cant get it that good any where else in the world. No fault with the food or the service. The food tasted like it had just been imported from heaven however food from heaven is expensive is costs about 8,000Rs (local currency) $80 in Australia. The reason that it was expensive in Sri Lankan rupees was because we also had a sea bath before hand so we had worked up an appetite, especially me. Maybe if you went when it was busy you would have had a much different experience but we went at the right time on the right day because the atmosphere was good and the sunset was beautiful. I would definitely recommend going there. I rate it five out of five but if you do decide to go there try keep a limit of 10 people because the food could take longer to prepare.",1
Beach and Good food. Good place for the children also,1
Delicious foods🍱🍻 & reasonable price. Be aware about the trains while you crossing the railway🚂🚂,1
Prices were really reasonable for the portions we got and the ambience was really relaxing.,1
"Nice place to take your family for dinner. Great food and the atmosphere. Waiters are friendly and the service is very efficient.

Food quality is very good. The prices are quite high but fully worth it.

Need to cross the railway track to get to the restaurent. At night it can be dangerous. No allocated parking. However you can park alongside the adjacent road.",1
"A nice place facing to the beach. Well spacious. There is no parking facility dedicated to this restaurant instead you can park on the Marine drive across the railway road.

The menu has a quite big variety of food. The food is tasty. However on busy days it takes a lot of time to deliver orders to the table. You may need to remind the waiter again and again.

Liquor is allowed in the place and sometimes you can experience live music as well. A good place for small groups and families.

You have to cross the rail road when accessing this restaurant so be very careful while crossing the railroad. There is a signal cabin so you cannot see the distance very well. Keep in mind there can be another train on the other line though a train passes you.",1
Vary bad attitude and the behavior of Tamil waiter in there,0
Good place to hang in with friends. Foods are good. And the surrounding also nice.,1
"We’ll recommend for any one.Tasty foods ,Nice place to hang out with friends",1
"If you want to have some nice finger food over a beer or a decent meal while you dip your toes in the sand, Barracuda will get you there. Even though they don’t serve alcohol as it is a family friendly restaurant, they allow you to BYOB as long as you order food from them. The staff is extremely helpful and goes out of their way to provide a good customer service. Hot butter cuttlefish is one of the best in town. If you want to get a table of the open area on the sand, a reservation is advised specially on weekends as it gets busy. Live music is on, on weekends and is the perfect place to chill.",1
A beach side restaurent and you can entertain BYOB with reasonable corkage. They have selective signature dishes which you will become familiar to upon frequent visits. Stewards are good in hospitality and communications. Only draw back side which i would like to suggest in view of fine tuning their quality is the noise level of the speakers and songs. Try their hot battered mushrooms and hot battered cuttle fish. Simply superb,1
OMG the food was amazing. such a nice place.,1
"Amazing venue and great service. I would recommend for casual dates, family dinners and office outings. They do not provide alcohol however, you can bring your own booze as long as you spend around 2-3K rs,  per head. Again highly recommended.",1
"Food, service and music was great!",1
Great place near the sea. Cozy atmosphere with good calming music. Food is also very good and there's wide variety of dishes. No better place to sit down and enjoy some good quality food while enjoying the beautiful scenery of sun setting behind the ocean.,1
Visit in the he evening to view sun set with a cool 🍻 or hard glass.. when crowded took much time to serve and closing by 9.30 pm due to health guidelines these days..,0
"Ordered crab for lunch and was very disappointed by the quality of the crab. Crab sauce was fine but crab was not fresh at all.  Crab meat was way too soft and mushy.  I also ordered a drink that never came and they still tried to charge me for it on the first bill and tried to say it was coming when I was leaving.  Luckily, they took it off the bill, in the end.  The only thing going for this place is that it’s close to the beach but flies will swarm your food immediately.  All in all, very disappointed.",0
Very tasty and colorful food. Many choices. Nice staff 😊,1
"Went in with a local friend, was immediately told no tables available, however there were plenty of tables available. Absolutely pathetic, they judge based on appearance and cater for only white foreigners. Decided to go to the station instead, best decision ever, service was absolutely top notch with amazibg food and drinks. Am going to reccommend the station for sure to everyone, as for the barracuda - good luck as you will never get my business nor any of my contacts after the discriminating act you showed. If you really want good food and service, please go to the station next door to this restaurant, they are much better at all levels.!!",0
A concept that hasn't changed much in the last decade because it doesn't need to. A place to come with family or friends and have a nice family style (Sri Lankan-Chinese) meal with shared food platters and bites. BYOB with no corkage so long as your food bill is reasonable. Sit inside the wooden rafters or out on the beach. Live music on the weekends,1
"We actually enjoyed the restaurant. The food was delicious, and the atmosphere was cozy. The only issue was the the restaurant is right next to the train tracks, which can cause the trains to literally shake the seats and tables. And the train horn can be quite loud. The kids got scared at first. Also in order to go into and out of the restaurant you have to cross the train tracks.
Please LIKE the review if you found it helpful 👍",1
Excellent location. Tasty foods. Friendly staff,1
Pls buy a new cutlery to Dehiwala Barracuda. I visit twice a month to ur place and sad to see the old discoloured cutlery.,0
"Barracuda has come along way since it's humble and somewhat unique days. While cleverly retaining it's rustic charm, the menu and service has seen an upgrade, with Italian and other international menus on its list, the customer is spoilt for choice. Barracuda gets a good portion of the city's working crowd patronizing the place, not surprising considering the jungle like beach setting with outdoor, indoor and on-the-beach dining, a well sought-after break from routine. Even with the high capacity attendance, the waiters provide excellent service, all the while being courteous and friendly. Barracuda is highly recommended for anyone wanting to have a memorable evening with a reasonable price tag.",1
"Lot of varieties of sea food dishes.  Beach side environment.. out door sitting. Friendly welcoming. There are lot of positive things. Of course crowded place. But the good place for the entertainment. Cost is ultimately high. To have a get together with friends, this is one of the best place in Colombo",1
"It has been a good place a few years back. Nowadays the service is not up to the standards. Lack of enough staff may have caused that. Staff are not well trained and to learn a lot. I suggest The Station would be better choice if you love to hangout at the beach front. They do not have a bar, but you can bring your own bottles.",1
"Nice ambience. Staff needs training for sure, not about being polite but about being attentive and ensuring quick service. Overall, a laid back place for your evenings. No cocktails or liquor here, don't let the hoarding outside deceive you! 50% of tables, i.e. 100% of beach side and good view tables are tagged reserved and stay empty during you entire meal. Be aware of the deals as posted outside the place, as staff isn't very happy to offer these unless you ask and point to it. Shisha price is mentioned as 1100 on the board outside, but if you overlook, you would be charged 1600.

Coming to food, quantity makes you happy, taste  seems not wrong at all, and wallet friendly too.

Enjoy with caution!!",1
Nice place. Had a few gatherings with friends. Good & tasty food. You can BYOB. If u plan to go there u should try their Hot Butter Cuttlefish dish. Its superb.,1
"It's a place by the sea. Beautiful at evenings with light lit up. Nice place to have a chill out with friends n family. You've got to get your own booze. Friendly staff.

Should be Extra careful when you get here coz it's close to the railway track. Should always be vigilant.

I'm not a fan of their food and do not recommend this place for wedding functions.",0
"A place on the beach in Colombo which is a bit hard to find. Confused as there is more natural beach than I knew. May be because of the Colombo sea fill project.

Good food, drink and service was great with a live band playing.

Guess a nice alternative chill out place to hikkaduwa. 😁",1
Food was spoiled and tasteless.. we ordered fresh orenge juice but  we were given sunquick with an orenge wedge.. not satisfy at all and definitely will not recommend,0
"Very good food, very attentive staff, has diverse menus to choose from. Seating can be chosen from 4 areas Beach, Inner courtyard adjoining the beach, air conditioned area or party area.
Beverages are permitted to be brought if main meals or bites are ordered.
Prior reservations advisable.",1
The quality of food has gone down...the prices r very high & the portions definitely should increase the quantity specially hot butter cuttlefish for the amount they charge,0
"Nice quite place to have meal. Music is played all around the restaurant. Waiter is very friendly and provided better service. I had an excellent mocktail (Frozen something! Don't actually remember the name ;p). Green salad and Creamy Mushroom Soup also better. But the mangolien seafood rice was not upto my expectation. It was tasty but the seafood is not upto the standard. Very very tiny shrimps and little pieces of cutlefish. Since i am from east coast i know how i used to have seafood meals there. Maybe it's difficult to get the quality materials. Wherever I go almost all the restaurant has the seafood quality issue in the west. ;)
Otherwise all the meals are perfect.",1
Beautiful place and good place to have dinner!,1
"Good place to go hangout with friend since they have BYOB option. Food is abit on the expensive side. Tastes good. However, you have to wrap up close to 12 itself. So no very late nights. Once a waiter requested for a small shot when we were leaving. Abit unprofessional on that part",0
Prices are bit high but good overall vibe.,1
"A bit expensive for me, but high quality food",0
A great place for an evening meal with friends and family. Sea view is perfect for a way to end the day. The ambiance and the food is good. And the staff are so firdndly.,1
Good food but they need to speed up the service.,0
"Pretty mass market. Not very fresh or inspiring food options. Quality of food was not great especially for the price. Nice setting on the beach and outdoor setting. Loud, overbearing musicians meant we couldn’t really have a decent conversation.",0
Wow finger liking taste with lovely service.,1
"Restaurant by the beach, only negative is u have to cross the railway tracks, so it's a no no for oldies with trouble walking. Ordered a platter which was served as a sizzler which was quite disappointing, so was the serving portion. But the Thai fish curry served with rice was very tasty. Overall very expensive place to eat, not much value for money.",1
A good place to go on team outing I am recommending this place,1
"Just the place to take your partner for a dinner. Make sure to book a table in the beach early. Food is great but costly. This is one of the best places in Colombo which I find really romantic. Sea view & breeze at the night is mind blowing and relaxing. Parking is not available sometimes & no liquor is served, however outside liquor is allowed. So that's there. Despite that this is such a great place to spend a relaxing & romantic evening.",1
Nice place for a small party or a dinner out. Very very good seafood options are there. Nice view of the beach as well. Some times parking will be difficult because there is no dedicated parkinf. But can managable. Friendly and helpful staff and minimal waiting time. Good if they can improve the washrooms because the place is always filled with guests.,1
"One of the worst experiences I've ever had while dining in, never will I return back to the place again neither do recommend it to anyone. No proper customer service and even the duty manager Mr Thisara  is a very ride person, he doesn't even know to talk to a customer properly. I'm disgusted by his unprofessionalsm.",0
"Service is not prompt, food are ok.",0
"Nice place to enjoy. Can have our own arrangements with them. Area along with beach is really interested. Foods are very tasteful and have enough varieties to experience.

Safely is a important factor when crossing the railway.",1
"We came to the barracuda restaurant and its a very nice place ans everything. we booked a time but we didnt get a good place to sit at. when we came there was very good service and we ordered food. when we started to get the food there was a employee whos name is shadeep who gave us our preordered food but then started to give us random food saying (lying) that it was ours. we said that it wasnt ours and he came at us that he was gonna pick a fight. he has very bad behavior and i would like for someone to speak with him.
ive been to alot of hotels and restaurants and this has been one of my worst experiences and i wasn’t expecting this i hope that this complaint has given u the right for u to change the behavior of the young man. thanks",0
Only been here in the evening and by that time the place is pretty busy always. Good food and good atmosphere. Outside seating on the beach is really nice. ordering food from the servers can take longer than usual when the place  is busy so better to order everything at once.,1
Great food and quick service.,1
"We went there yesterday night. Me and husband. The guy who was our waiter was Shanuka. Very nice and helpful guy. We wanted a table at the beach and he arranged us one. Shanuka is a young waiter. He said he was from Polonnaruwa. Apart from the service he gave us, the food was also very tasty. I wish all the best to Shanuka. Thanks so much for your pleasing service. 👏👏",1
"It is a very cozy place witha great sea view near by Dehiwala. A calm place which surrounded by beach and sea wind.
Their menu is very tasty and has variety of food including sea food and foods of different cultures.
They allow to bring liqur from outside. So it is a good place for team outings and also for family outings.
The place and the Wash rooms are clean. Price is also reasonable according to their service and facilities.",1
"You have a large renge of food selection as you wish. Great taste and helpfull staff. you can enjoy your food inside or outside sandy area in beach. We went on a Sunday and we met this man displaying his talents with fire. Many couples were there and some groups. All the things were good, but no separated car park for this bech restaurant. You have to park your vehicle somewhere in the road.",1
Best place to have a child beer with sea breeze... Affordable...,1
Good place for meetups. Recommended,1
Be aware of the rail crossing. Not safe. Especially when taking little children. Its a family restaurant.Convenient location. Sufficient parking by the side of the road. Private staff ti help you park and it involves a  tip. Their food is amazing. Sizzlers to highlight.,1
"First off, they don't serve alcohol. You have to bring your own booze. The place is large and has outside seating near the sea. Only downside for the group of 12 that visited the other day was that there was an odd smell coming from the sea area.

The orders took a long time to come. But, I must admit that their Hot Butter Cuttlefish was awesome. We also had the Prawn balls which were nice too. Their mocktail Ambrosio was delicious. For mains we had the Spicy chicken fried rice with Chicken Schezwan and Prawn in Garlic Sauce.

Overall the food was good. They need to improve their service timings as there was no coordination or segregation for the waiters to follow, they were all over the place.",1
So beautiful places and Good foods.,1
Always put a reservation before going there as it can be full of people. However luckily we found a seating near to the beach. Hot buttered cuttlefish is a must try. Portions are large. Worth the money. Car parking along side the road.. music was loud that day which sort of ruined the atmosphere.,1
"The food was amazing and the place was very pleasant in its appearance. There was a live band that my family and I enjoyed. However, at the far end of the restaurant, there was a different music being played which disturbed the live music.",1
"Went there for the second time and experience was much better this time, good view to the beach and foods are OK too, but little bit oily. Their soup is very good and it's mixed with eggs. Sadly I don't remember the name of it.
They don't have a proper parking area and I had to face many difficulties to park my car on a Friday night.",1
"Portions have gotten smaller and more expensive. Still byo with minimal to no corkage as long as you order mains. Bathrooms are kept relatively clean. Sometimes you will get very good staff whom are attentive and will check if you need anything more and sometimes you will get someone who comes only to take your order and deliver it and you'll never see them again till its time to pay the bill and they expect to be tipped. We had to place secondary orders through a second waiter. Used to be a cod competitor to The Station but now both have become equally ""meh"" with food portion size and service.",0
"This place is situated in a nice area overlooking the beach,has indoor and outdoor seating. No liquor is sold here but you can take from outside but the corkage prize is way too much. Staff is really unfriendly and service takes for ever,best to order food when you sit down. You can't get extra chairs to a table and they ask you to leave if they cant arrange seating.",0
"The venue has a lovely ambiance, especially as the sunsets. There's a decent crowd that costs the place. The food is better than what's offered at the station and servings are very generous. Particularly noodle and rice portions.",1
It's a good restaurant and beer bar but families with the small childrens are also entering which should be not allowed.,1
This is really good place for people looking a beach side restaurant. Foods are delicious. You can have liquor also. Their service is good. You can select  indoor or outdoor Tables otherwise beach area table. Light music also available.,0
"Not much of a fan of the place. Ok place to hang out with some friends. Located along the Mount-dehiwala coast line you can face the ocean while having a meal. Go here for dinner. Lunch time can be really hot under the sun.

Food is OK. The hot butter cuttlefish is recommended although the portion size is a bit small. The drinks are alright.

Unless you are seated on one of the tables on the beach you won't enjoy the experience fully.",0
"Food was delicious, but the service to the tables was really slow... Please give some more attention to your visitors.",1
"The place to go with friends or family when you are around Dehiwala beach. Food is delicious, price is reasonable and the potion size ample. Service is good, especially compared to the adjoining establishment.",1
Nice place to hangout with your friends and family. Go there in the evening. You can see the beautiful sunset. Most of the tables are on the beach. No liquor avaiable. But you can bring your own and they charge corkage. Food is also good.,1
"We went on friday and the Service was so delayed. It was so hot in the inside and we asked for a fan. They have limited table fans . They could have  fixed few ceiling fans. Asked 3 times for a glass even the manager/supervisor was so lazy to get it quickly. Supervisors  are having attitude problems it seems!. We saw only the Stewarts are rhe hard working.
Food was not tasty. Only music band was very good.",0
The staff are very friendly & the food is amazing! Try the dual flavoured Garupa! Definitely one of the best dishes they have! & of course their hot butter cuttle fish is pretty as well! The floor manager Thushara specially is super nice!,1
Good place ...delight foods,1
A nice place to chill with friends and family. This is a BYOB place and the food is nice and reasonable portions. But it takes forever to get the attention of someone to order your food. They have pretty good cocktails and mocktails.,1
This is awesome place! Highly recommended for all. Can bring liquor but not beer. Beer and liquor are double expensive 🤣. Anyway this is good place,1
"This place is one of the famous restaurants in Colombo. You can either stay inside or stay at the beach. Theres live music as well, on fridays and weekends as i know. Food is okay nothing to complain. Prices are reasonable as well. Be safe on crossing the railway. Try out the sizzle.",1
Great place to have a drink or dinner with your loved ones. Their food plates are a bit large when compared to others. And they are very tasty too. Should try the Hot Butter Cuttlefish & Deep fried Chicken with pepper & salt.,1
"Good food. Good place to have lunch, dinner or drink with family or friends. They have live DJ music. Next to the beach. If you want to sit on beach tables better to make a reservation first as everyone wants to sit there.",1
"Tasty food, nice view. Will come again 100%",1
A good place for hangouts. They have shisha for 1200rs,1
Nice place to relax and have good food with family and friends. Very good customer service and still very lively in the mid of this covid situation while adhering to safety regulations .,1
Amazing experience. Tasty Foods,1
"In Sri Lanka terms this is a budget sea front restaurant if u want to take your own booze. The place has a fairly decent beach front.  The ambience is good and also quite private.

Food is average at best and it's best to keep it at finger foods.

You have to be careful when you get to this place, as you have to go across the railway line.  The place got to much publicity when two teenagers who were careless crossed the railway and were run over by a train.  Since then the venue management has added more security who will blow the whistle and watch over as you cross the railway.",1
Superb sea food restaurant. Crab green curry is yummy and recommend. Chinese and Thai food served . No bar. But you can take your own liquor. Yummy food . Friendly staff. Take long time to arrange the order . Little bit crowded.,1
"This is by far one of my favorite places to eat in Colombo, Sri Lanka. Right off the beach, live music, and the food is amazing. I make it a point to visit here every time I come to Sri Lanka for a visit. The service is great and very friendly! Just LOVE it!!!",1
Calm and quiet place to have a lunch.. good customer service,0
Interesting place considering that I am from the States... Had to walk over some train tracks to get to the front door.. but once inside... wow... what a cool place! We actually ate on the beach.. and you walk under a canopy of trees to get to the tables. I really enjoyed it.... Oh and the butter mushroom appetizer was awesome  ! Check it out !,1
This place is amazing. I had an amazing time here. this place has a great ocean view. customers can enjoy freely here.,1
"Very chilled out place for alfresco dining under the cover of trees and fairy lights. There is a Chinese menu and sizzler grill menu. We tried the Chinese menu and the portions are big, fresh and delicious. I have eaten a lot of Chinese food and this is up there with some of the Malaysian Chinese food I have eaten (never been to China or Hong Kong) Ideal couples place in the evening but also had families there as well. There is a no singing and dancing policy which we found hard to keep to as there was live sax music playing popular tunes at the time. Friendly and attentive waiters.",1
Awesome food. Very nicely presented and tasty as well. One of the best Phad Thai Goong and Red Curry I've ever had. Clean and very nice atmosphere. :) Will always love to go there for Thai or Chinese. Keep it up :),1
Nice place.. slow service ... Good food :-),1
Very good seafood grill. Highly recommended,1
"Service was very poor.  They didn't even provide paper tissues and water to the tables.  Music was monotonous.  Despite the beach and sea wind it was smelling bad. Despite the efforts of the Buddhist government to stop alcohol usage on poya day they were serving alcohol without any restrictions.  It started raining and we at the beach table getting wet.  Hotel doesn't have any measures to mitigate.  The only good thing about the hotel was they have lots of varieties including Chinese,  Japanese and thai food.",0
"Good place to enjoy an evening with friends, good food amazing beach and friendly service. They offer large portions of food at a reasonable price. Highly recommended.",1
"Food here is good and reasonably priced... If you are going there to drink you can take alcohol from outside and if your bill is more than 14,000 they won't charge corkage... Service is also good and better reserve as it can be busy at nights but during day it's not that busy...",1
"One of the super place located in Dehiwala. Nice place to have a chill out with friends and family. It has a nice view of the beach as well. There is no dedicated parking space here.
Good place for sea food.",1
"Great environment by the ocean. Food is very good. The only reason I am giving one less star is the fact you have to cross the rail tracks to enter the hotel, I found that quite interesting.",1
A chilled place right at a very convenient location. Been there a multiple times. Beach front. Good place to chill with a ice cold glass of beer...,1
This place is ideal to have an evening meal with your friends. They also offer corkage free of charge for liquor bottles. so you can take any number of bottles freely. Still you have to buy bites from them.,1
Had the chicken fried rice and some fish and a dry dish. Good location easy drive down the marine drive from Colombo. Food quality was good. A nice break out of  but still in Colombo. Near location for a quick beach side outing and lunch for kids.,1
"Good place if you are looking for a beach restaurant with beach hut atmosphere in Colombo. I've seen people celebrating b'days, proposals, anniversaries etc. It serves liquor, so sometimes it can be a bit crowded and loud.",1
Wanted a relaxing evening but it spoilt by the staff. We ordered Lasagna for kids but it was cold. When we complained their reaction were rude and aggressive. Didn’t apologise for their fault or we could not meet the manager. Not suitable for family or kids because they don’t know how to respect their customers.,0
Atmosphere was great but food and cocktails were below average. Don't waste your money on the sweet n sour lobster.,0
"Nice BYOB place. Food is really nice but takes ages to get the attention of a staff members to order something.
Would recommend the tables on the beach. Better do a reservation prior, in order to get a decent table.",0
"Great place to meet with friends and family (suitable for children - they are quite entertained by the beach!). Go a bit early and enjoy a fabulous Colombo sunset over the ocean. Service for tables on the beach is available only after 6. Its a lovely stretch of as yet unspoiled beach. Try their hot butter cuttlefish! Also love their thai green veg curry, indonesian chicken curry and sizzlers.",1
"I have been to this place several times and would like to highlight the positives & Negatives.

Positives
01. Great location and Ambiance
02. Quick Service

Negatives
01. Food quality is disappointing when comparing to the price
02. Food portions are very low comparing to nearby similar beach restaurants
03. There is 10% service charge and 12% Vat to your bill
04. Unprofessional Staff behavior.",0
"Just had the worst meat platter we've ever had. It was 70% vegetables and meat was mostly chicken liver and gizzards which was ridiculous. Vegetables tasted like they were cooked in sewer water and meat was hard and tasted like rubber. French fries were like rubber, hard and chewy. We couldnt eat it and just left the place feeling sick in our stomachs. Overall it tasted disgusting.",0
Friendly staff and Food is delicious 😋,1
This place have awesome foods and shisha. This place have best coustomer service. Highly recommended for beach chill out.,1
"They serve kan kung with grass in it , no apologise even though we showed it to manager... i rest my case there......",0
Good food. Good service,1
"Wow what to say... Portions lets start there, the small vermicelli chicken (Thai menu) was huge. It could easily feed 3ppl even for American portions. It was cooked how you'd expect and we kept digging in. I had the Chicken Green Curry (Thai menu) the spice was perfect it was not off the charts which is good for people who like spicy food but don't want to burn their insides. It was flavorful and smooth. I'd recommend getting a side of steamed rice to consume with it. The third dish we had was the Deep Fried Sea Food my friend says its unsettling and I tried a little bit, I agree stay away from that dish. It's soggy because the amount of orange sauce and the fried part was basically gone do to being over saturated.

I still recommend this place as a four star location as the menu is huge and has alot of options. I can't justify 5 stars due to the one bad dish and if this place were busy I'm assuming the service would be much slower.
At any rate its still worth your time.",1
Pretty chilled out atmosphere. Great food. Has several 'mini' locations that can accommodate the public as well as small private functions at the same time. They have both indoor and outdoor areas available. This place is right on the beach.,1
Place is super nice. But day by day their service is getting worse. Has to wait for a long time to order and even to get cutlery sometimes. Food is yummy. Because of the very poor service standards I don't wanna go there again,0
